travel_id,station_id,arrive_time,depart_time,distance
1489,10,2020-05-17 08:18:00.00,2020-05-17 08:18:00.00,0
1489,7,2020-05-17 08:42:00.00,2020-05-17 08:47:00.00,30
1489,2233,2020-05-17 09:32:00.00,2020-05-17 09:34:00.00,157
1489,2473,2020-05-17 09:55:00.00,2020-05-17 09:57:00.00,210
1489,2726,2020-05-17 10:24:00.00,2020-05-17 10:24:00.00,275
1490,10,2020-05-17 08:18:00.00,2020-05-17 08:18:00.00,0
1490,7,2020-05-17 08:42:00.00,2020-05-17 08:47:00.00,30
1490,2233,2020-05-17 09:32:00.00,2020-05-17 09:34:00.00,157
1490,2473,2020-05-17 09:55:00.00,2020-05-17 09:57:00.00,210
1490,2726,2020-05-17 10:24:00.00,2020-05-17 10:24:00.00,275
1491,2726,2020-05-17 19:37:00.00,2020-05-17 19:37:00.00,0
1491,2473,2020-05-17 20:03:00.00,2020-05-17 20:05:00.00,65
1491,2233,2020-05-17 20:25:00.00,2020-05-17 20:27:00.00,118
1491,7,2020-05-17 21:13:00.00,2020-05-17 21:21:00.00,245
1491,10,2020-05-17 21:44:00.00,2020-05-17 21:44:00.00,275
1492,175,2020-05-17 07:09:00.00,2020-05-17 07:09:00.00,0
1492,2208,2020-05-17 07:48:00.00,2020-05-17 07:48:00.00,82
1493,30,2020-05-17 06:21:00.00,2020-05-17 06:21:00.00,0
1493,31,2020-05-17 06:37:00.00,2020-05-17 06:39:00.00,19
1493,1395,2020-05-17 07:09:00.00,2020-05-17 07:11:00.00,105
1493,2768,2020-05-17 07:22:00.00,2020-05-17 07:24:00.00,129
1493,348,2020-05-17 07:42:00.00,2020-05-17 07:44:00.00,174
1493,438,2020-05-17 08:32:00.00,2020-05-17 08:32:00.00,276
1494,438,2020-05-17 08:00:00.00,2020-05-17 08:00:00.00,0
1494,437,2020-05-17 08:24:00.00,2020-05-17 08:27:00.00,31
1494,1056,2020-05-17 08:45:00.00,2020-05-17 08:47:00.00,77
1494,348,2020-05-17 08:58:00.00,2020-05-17 09:00:00.00,102
1494,1395,2020-05-17 09:26:00.00,2020-05-17 09:28:00.00,171
1494,828,2020-05-17 09:47:00.00,2020-05-17 09:51:00.00,221
1494,31,2020-05-17 10:07:00.00,2020-05-17 10:09:00.00,257
1494,30,2020-05-17 10:25:00.00,2020-05-17 10:25:00.00,276
1495,438,2020-05-17 09:06:00.00,2020-05-17 09:06:00.00,0
1495,1056,2020-05-17 09:44:00.00,2020-05-17 09:46:00.00,77
1495,348,2020-05-17 09:59:00.00,2020-05-17 10:01:00.00,102
1495,1395,2020-05-17 10:26:00.00,2020-05-17 10:28:00.00,171
1495,828,2020-05-17 10:47:00.00,2020-05-17 10:49:00.00,221
1495,31,2020-05-17 11:04:00.00,2020-05-17 11:06:00.00,257
1495,30,2020-05-17 11:23:00.00,2020-05-17 11:23:00.00,276
1496,30,2020-05-17 07:10:00.00,2020-05-17 07:10:00.00,0
1496,31,2020-05-17 07:26:00.00,2020-05-17 07:28:00.00,19
1496,957,2020-05-17 07:52:00.00,2020-05-17 07:54:00.00,85
1496,1395,2020-05-17 08:04:00.00,2020-05-17 08:06:00.00,105
1496,2326,2020-05-17 08:26:00.00,2020-05-17 08:28:00.00,156
1496,348,2020-05-17 08:37:00.00,2020-05-17 08:39:00.00,174
1496,437,2020-05-17 09:05:00.00,2020-05-17 09:11:00.00,245
1496,438,2020-05-17 09:37:00.00,2020-05-17 09:37:00.00,276
1497,438,2020-05-17 10:02:00.00,2020-05-17 10:02:00.00,0
1497,348,2020-05-17 10:47:00.00,2020-05-17 10:49:00.00,102
1497,2768,2020-05-17 11:07:00.00,2020-05-17 11:09:00.00,147
1497,1395,2020-05-17 11:20:00.00,2020-05-17 11:22:00.00,171
1497,30,2020-05-17 12:05:00.00,2020-05-17 12:05:00.00,276
1498,438,2020-05-17 11:33:00.00,2020-05-17 11:33:00.00,0
1498,437,2020-05-17 11:57:00.00,2020-05-17 12:05:00.00,31
1498,348,2020-05-17 12:30:00.00,2020-05-17 12:32:00.00,102
1498,2768,2020-05-17 12:50:00.00,2020-05-17 12:52:00.00,147
1498,957,2020-05-17 13:09:00.00,2020-05-17 13:11:00.00,191
1498,828,2020-05-17 13:24:00.00,2020-05-17 13:26:00.00,221
1498,31,2020-05-17 13:41:00.00,2020-05-17 13:43:00.00,257
1498,30,2020-05-17 14:00:00.00,2020-05-17 14:00:00.00,276
1499,438,2020-05-17 12:55:00.00,2020-05-17 12:55:00.00,0
1499,437,2020-05-17 13:18:00.00,2020-05-17 13:21:00.00,31
1499,348,2020-05-17 13:47:00.00,2020-05-17 13:49:00.00,102
1499,1395,2020-05-17 14:14:00.00,2020-05-17 14:16:00.00,171
1499,31,2020-05-17 14:46:00.00,2020-05-17 14:55:00.00,257
1499,30,2020-05-17 15:12:00.00,2020-05-17 15:12:00.00,276
1500,30,2020-05-17 09:02:00.00,2020-05-17 09:02:00.00,0
1500,31,2020-05-17 09:19:00.00,2020-05-17 09:24:00.00,19
1500,828,2020-05-17 09:38:00.00,2020-05-17 09:41:00.00,55
1500,2326,2020-05-17 10:16:00.00,2020-05-17 10:18:00.00,156
1500,348,2020-05-17 10:27:00.00,2020-05-17 10:29:00.00,174
1500,437,2020-05-17 10:55:00.00,2020-05-17 10:55:00.00,245
1501,438,2020-05-17 13:10:00.00,2020-05-17 13:10:00.00,0
1501,437,2020-05-17 13:33:00.00,2020-05-17 13:35:00.00,31
1501,348,2020-05-17 14:01:00.00,2020-05-17 14:03:00.00,102
1501,1395,2020-05-17 14:28:00.00,2020-05-17 14:30:00.00,171
1501,828,2020-05-17 14:49:00.00,2020-05-17 14:51:00.00,221
1501,31,2020-05-17 15:06:00.00,2020-05-17 15:08:00.00,257
1501,30,2020-05-17 15:24:00.00,2020-05-17 15:24:00.00,276
1502,438,2020-05-17 15:00:00.00,2020-05-17 15:00:00.00,0
1502,437,2020-05-17 15:22:00.00,2020-05-17 15:29:00.00,31
1502,348,2020-05-17 15:55:00.00,2020-05-17 15:57:00.00,102
1502,1395,2020-05-17 16:22:00.00,2020-05-17 16:25:00.00,171
1502,30,2020-05-17 17:08:00.00,2020-05-17 17:08:00.00,276
1503,30,2020-05-17 08:51:00.00,2020-05-17 08:51:00.00,0
1503,828,2020-05-17 09:18:00.00,2020-05-17 09:20:00.00,55
1503,1395,2020-05-17 09:39:00.00,2020-05-17 09:41:00.00,105
1503,348,2020-05-17 10:06:00.00,2020-05-17 10:08:00.00,174
1503,1056,2020-05-17 10:19:00.00,2020-05-17 10:21:00.00,199
1503,437,2020-05-17 10:39:00.00,2020-05-17 10:41:00.00,245
1503,438,2020-05-17 11:06:00.00,2020-05-17 11:06:00.00,276
1504,2832,2020-05-17 14:14:00.00,2020-05-17 14:14:00.00,0
1504,2852,2020-05-17 14:37:00.00,2020-05-17 14:39:00.00,63
1504,2130,2020-05-17 14:59:00.00,2020-05-17 15:01:00.00,108
1504,437,2020-05-17 15:20:00.00,2020-05-17 15:24:00.00,150
1504,348,2020-05-17 15:49:00.00,2020-05-17 15:51:00.00,221
1504,1395,2020-05-17 16:16:00.00,2020-05-17 16:18:00.00,290
1504,31,2020-05-17 16:48:00.00,2020-05-17 16:58:00.00,376
1504,30,2020-05-17 17:14:00.00,2020-05-17 17:14:00.00,395
1505,30,2020-05-17 10:13:00.00,2020-05-17 10:13:00.00,0
1505,828,2020-05-17 10:40:00.00,2020-05-17 10:42:00.00,55
1505,957,2020-05-17 10:55:00.00,2020-05-17 10:57:00.00,85
1505,348,2020-05-17 11:28:00.00,2020-05-17 11:30:00.00,174
1505,437,2020-05-17 11:56:00.00,2020-05-17 11:58:00.00,245
1505,438,2020-05-17 12:23:00.00,2020-05-17 12:23:00.00,276
1506,438,2020-05-17 16:30:00.00,2020-05-17 16:30:00.00,0
1506,437,2020-05-17 16:55:00.00,2020-05-17 17:01:00.00,31
1506,348,2020-05-17 17:27:00.00,2020-05-17 17:29:00.00,102
1506,1395,2020-05-17 17:54:00.00,2020-05-17 17:56:00.00,171
1506,30,2020-05-17 18:39:00.00,2020-05-17 18:39:00.00,276
1507,30,2020-05-17 11:01:00.00,2020-05-17 11:01:00.00,0
1507,31,2020-05-17 11:17:00.00,2020-05-17 11:19:00.00,19
1507,1395,2020-05-17 11:49:00.00,2020-05-17 11:57:00.00,105
1507,348,2020-05-17 12:22:00.00,2020-05-17 12:25:00.00,174
1507,437,2020-05-17 12:52:00.00,2020-05-17 12:56:00.00,245
1507,2130,2020-05-17 13:16:00.00,2020-05-17 13:18:00.00,287
1507,2832,2020-05-17 13:57:00.00,2020-05-17 13:57:00.00,395
1508,30,2020-05-17 12:04:00.00,2020-05-17 12:04:00.00,0
1508,31,2020-05-17 12:20:00.00,2020-05-17 12:22:00.00,19
1508,828,2020-05-17 12:37:00.00,2020-05-17 12:39:00.00,55
1508,1395,2020-05-17 12:58:00.00,2020-05-17 13:00:00.00,105
1508,348,2020-05-17 13:25:00.00,2020-05-17 13:27:00.00,174
1508,437,2020-05-17 13:53:00.00,2020-05-17 14:00:00.00,245
1508,438,2020-05-17 14:30:00.00,2020-05-17 14:30:00.00,276
1509,438,2020-05-17 18:11:00.00,2020-05-17 18:11:00.00,0
1509,348,2020-05-17 18:57:00.00,2020-05-17 18:59:00.00,102
1509,1395,2020-05-17 19:24:00.00,2020-05-17 19:26:00.00,171
1509,30,2020-05-17 20:09:00.00,2020-05-17 20:09:00.00,276
1510,30,2020-05-17 12:40:00.00,2020-05-17 12:40:00.00,0
1510,31,2020-05-17 12:56:00.00,2020-05-17 13:05:00.00,19
1510,1395,2020-05-17 13:35:00.00,2020-05-17 13:41:00.00,105
1510,348,2020-05-17 14:06:00.00,2020-05-17 14:08:00.00,174
1510,437,2020-05-17 14:34:00.00,2020-05-17 14:38:00.00,245
1510,438,2020-05-17 15:03:00.00,2020-05-17 15:03:00.00,276
1511,438,2020-05-17 17:15:00.00,2020-05-17 17:15:00.00,0
1511,1056,2020-05-17 17:53:00.00,2020-05-17 17:55:00.00,77
1511,348,2020-05-17 18:07:00.00,2020-05-17 18:09:00.00,102
1511,957,2020-05-17 18:40:00.00,2020-05-17 18:42:00.00,191
1511,31,2020-05-17 19:06:00.00,2020-05-17 19:08:00.00,257
1511,30,2020-05-17 19:25:00.00,2020-05-17 19:25:00.00,276
1512,30,2020-05-17 14:18:00.00,2020-05-17 14:18:00.00,0
1512,31,2020-05-17 14:34:00.00,2020-05-17 14:36:00.00,19
1512,1395,2020-05-17 15:06:00.00,2020-05-17 15:08:00.00,105
1512,348,2020-05-17 15:33:00.00,2020-05-17 15:35:00.00,174
1512,437,2020-05-17 16:00:00.00,2020-05-17 16:02:00.00,245
1512,438,2020-05-17 16:26:00.00,2020-05-17 16:26:00.00,276
1513,438,2020-05-17 19:40:00.00,2020-05-17 19:40:00.00,0
1513,437,2020-05-17 20:03:00.00,2020-05-17 20:05:00.00,31
1513,348,2020-05-17 20:31:00.00,2020-05-17 20:33:00.00,102
1513,31,2020-05-17 21:24:00.00,2020-05-17 21:26:00.00,257
1513,30,2020-05-17 21:42:00.00,2020-05-17 21:42:00.00,276
1514,30,2020-05-17 15:47:00.00,2020-05-17 15:47:00.00,0
1514,31,2020-05-17 16:03:00.00,2020-05-17 16:08:00.00,19
1514,2326,2020-05-17 16:53:00.00,2020-05-17 16:55:00.00,156
1514,1056,2020-05-17 17:12:00.00,2020-05-17 17:14:00.00,174
1514,438,2020-05-17 17:52:00.00,2020-05-17 17:52:00.00,276
1515,30,2020-05-17 14:44:00.00,2020-05-17 14:44:00.00,0
1515,31,2020-05-17 15:01:00.00,2020-05-17 15:03:00.00,50
1515,1395,2020-05-17 15:33:00.00,2020-05-17 15:41:00.00,136
1515,348,2020-05-17 16:06:00.00,2020-05-17 16:09:00.00,174
1515,438,2020-05-17 16:54:00.00,2020-05-17 16:54:00.00,276
1516,30,2020-05-17 15:28:00.00,2020-05-17 15:28:00.00,0
1516,1395,2020-05-17 16:10:00.00,2020-05-17 16:12:00.00,105
1516,348,2020-05-17 16:37:00.00,2020-05-17 16:39:00.00,174
1516,437,2020-05-17 17:05:00.00,2020-05-17 17:07:00.00,245
1516,438,2020-05-17 17:33:00.00,2020-05-17 17:33:00.00,276
1517,30,2020-05-17 19:29:00.00,2020-05-17 19:29:00.00,0
1517,31,2020-05-17 19:45:00.00,2020-05-17 19:47:00.00,19
1517,348,2020-05-17 20:40:00.00,2020-05-17 20:42:00.00,174
1517,437,2020-05-17 21:08:00.00,2020-05-17 21:12:00.00,245
1517,438,2020-05-17 21:36:00.00,2020-05-17 21:36:00.00,276
1518,438,2020-05-17 15:37:00.00,2020-05-17 15:37:00.00,0
1518,437,2020-05-17 16:01:00.00,2020-05-17 16:04:00.00,31
1518,1056,2020-05-17 16:22:00.00,2020-05-17 16:24:00.00,77
1518,2326,2020-05-17 16:41:00.00,2020-05-17 16:43:00.00,120
1518,1395,2020-05-17 17:02:00.00,2020-05-17 17:04:00.00,171
1518,828,2020-05-17 17:23:00.00,2020-05-17 17:25:00.00,221
1518,31,2020-05-17 17:40:00.00,2020-05-17 17:55:00.00,257
1518,30,2020-05-17 18:11:00.00,2020-05-17 18:11:00.00,276
1519,2723,2020-05-17 14:47:00.00,2020-05-17 14:47:00.00,0
1519,2534,2020-05-17 15:18:00.00,2020-05-17 15:20:00.00,104
1519,2503,2020-05-17 15:45:00.00,2020-05-17 15:47:00.00,175
1519,30,2020-05-17 16:08:00.00,2020-05-17 16:13:00.00,225
1519,828,2020-05-17 16:42:00.00,2020-05-17 16:44:00.00,280
1519,957,2020-05-17 16:58:00.00,2020-05-17 17:00:00.00,310
1519,1395,2020-05-17 17:10:00.00,2020-05-17 17:17:00.00,330
1519,348,2020-05-17 17:42:00.00,2020-05-17 17:44:00.00,399
1519,437,2020-05-17 18:10:00.00,2020-05-17 18:12:00.00,470
1519,438,2020-05-17 18:36:00.00,2020-05-17 18:36:00.00,501
1520,438,2020-05-17 11:23:00.00,2020-05-17 11:23:00.00,0
1520,437,2020-05-17 11:47:00.00,2020-05-17 11:53:00.00,31
1520,348,2020-05-17 12:18:00.00,2020-05-17 12:20:00.00,102
1520,1395,2020-05-17 12:45:00.00,2020-05-17 12:47:00.00,171
1520,828,2020-05-17 13:06:00.00,2020-05-17 13:08:00.00,221
1520,31,2020-05-17 13:23:00.00,2020-05-17 13:31:00.00,257
1520,30,2020-05-17 13:48:00.00,2020-05-17 13:54:00.00,276
1520,2534,2020-05-17 14:33:00.00,2020-05-17 14:37:00.00,397
1520,2723,2020-05-17 15:10:00.00,2020-05-17 15:10:00.00,501
1521,2389,2020-05-17 08:19:00.00,2020-05-17 08:19:00.00,0
1521,2560,2020-05-17 08:37:00.00,2020-05-17 08:39:00.00,35
1521,2219,2020-05-17 09:00:00.00,2020-05-17 09:02:00.00,87
1521,963,2020-05-17 09:18:00.00,2020-05-17 09:20:00.00,121
1521,229,2020-05-17 09:39:00.00,2020-05-17 09:45:00.00,151
1521,890,2020-05-17 10:09:00.00,2020-05-17 10:11:00.00,214
1521,55,2020-05-17 10:41:00.00,2020-05-17 10:41:00.00,286
1522,55,2020-05-17 10:13:00.00,2020-05-17 10:13:00.00,0
1522,890,2020-05-17 10:42:00.00,2020-05-17 10:44:00.00,72
1522,685,2020-05-17 10:52:00.00,2020-05-17 10:54:00.00,80
1522,229,2020-05-17 11:15:00.00,2020-05-17 11:22:00.00,135
1522,2219,2020-05-17 11:53:00.00,2020-05-17 11:55:00.00,199
1522,2560,2020-05-17 12:16:00.00,2020-05-17 12:18:00.00,251
1522,2389,2020-05-17 12:36:00.00,2020-05-17 12:36:00.00,286
1523,2389,2020-05-17 13:20:00.00,2020-05-17 13:20:00.00,0
1523,2560,2020-05-17 13:38:00.00,2020-05-17 13:40:00.00,35
1523,2219,2020-05-17 14:01:00.00,2020-05-17 14:03:00.00,87
1523,963,2020-05-17 14:19:00.00,2020-05-17 14:21:00.00,121
1523,229,2020-05-17 14:41:00.00,2020-05-17 14:45:00.00,151
1523,1219,2020-05-17 14:56:00.00,2020-05-17 14:58:00.00,170
1523,685,2020-05-17 15:12:00.00,2020-05-17 15:15:00.00,206
1523,2518,2020-05-17 15:47:00.00,2020-05-17 15:47:00.00,293
1524,55,2020-05-17 12:55:00.00,2020-05-17 12:55:00.00,0
1524,890,2020-05-17 13:24:00.00,2020-05-17 13:26:00.00,72
1524,685,2020-05-17 13:34:00.00,2020-05-17 13:36:00.00,80
1524,1219,2020-05-17 13:50:00.00,2020-05-17 13:52:00.00,116
1524,229,2020-05-17 14:03:00.00,2020-05-17 14:07:00.00,135
1524,963,2020-05-17 14:26:00.00,2020-05-17 14:28:00.00,165
1524,2560,2020-05-17 15:01:00.00,2020-05-17 15:03:00.00,251
1524,2389,2020-05-17 15:23:00.00,2020-05-17 15:23:00.00,286
1525,2389,2020-05-17 16:02:00.00,2020-05-17 16:02:00.00,0
1525,2560,2020-05-17 16:20:00.00,2020-05-17 16:22:00.00,35
1525,2219,2020-05-17 16:43:00.00,2020-05-17 16:45:00.00,87
1525,963,2020-05-17 17:01:00.00,2020-05-17 17:03:00.00,121
1525,229,2020-05-17 17:21:00.00,2020-05-17 17:25:00.00,151
1525,1219,2020-05-17 17:36:00.00,2020-05-17 17:38:00.00,170
1525,685,2020-05-17 17:52:00.00,2020-05-17 17:54:00.00,206
1525,2044,2020-05-17 18:08:00.00,2020-05-17 18:10:00.00,240
1525,55,2020-05-17 18:32:00.00,2020-05-17 18:32:00.00,286
1526,2518,2020-05-17 16:07:00.00,2020-05-17 16:07:00.00,0
1526,2044,2020-05-17 16:27:00.00,2020-05-17 16:29:00.00,53
1526,890,2020-05-17 16:41:00.00,2020-05-17 16:43:00.00,79
1526,1219,2020-05-17 17:00:00.00,2020-05-17 17:02:00.00,123
1526,229,2020-05-17 17:14:00.00,2020-05-17 17:18:00.00,142
1526,963,2020-05-17 17:36:00.00,2020-05-17 17:38:00.00,172
1526,2560,2020-05-17 18:11:00.00,2020-05-17 18:13:00.00,258
1526,2389,2020-05-17 18:31:00.00,2020-05-17 18:31:00.00,293
1527,2389,2020-05-17 18:46:00.00,2020-05-17 18:46:00.00,0
1527,2560,2020-05-17 19:04:00.00,2020-05-17 19:06:00.00,35
1527,2219,2020-05-17 19:27:00.00,2020-05-17 19:30:00.00,87
1527,229,2020-05-17 20:01:00.00,2020-05-17 20:10:00.00,151
1527,1219,2020-05-17 20:21:00.00,2020-05-17 20:23:00.00,170
1527,890,2020-05-17 20:42:00.00,2020-05-17 20:44:00.00,214
1527,55,2020-05-17 21:14:00.00,2020-05-17 21:14:00.00,286
1528,55,2020-05-17 19:07:00.00,2020-05-17 19:07:00.00,0
1528,2044,2020-05-17 19:29:00.00,2020-05-17 19:31:00.00,46
1528,685,2020-05-17 19:45:00.00,2020-05-17 19:47:00.00,80
1528,1219,2020-05-17 20:01:00.00,2020-05-17 20:03:00.00,116
1528,229,2020-05-17 20:15:00.00,2020-05-17 20:20:00.00,135
1528,963,2020-05-17 20:38:00.00,2020-05-17 20:40:00.00,165
1528,2219,2020-05-17 20:57:00.00,2020-05-17 20:59:00.00,199
1528,2560,2020-05-17 21:20:00.00,2020-05-17 21:22:00.00,251
1528,2389,2020-05-17 21:41:00.00,2020-05-17 21:41:00.00,286
1529,2724,2020-05-17 10:02:00.00,2020-05-17 10:02:00.00,0
1529,2389,2020-05-17 10:29:00.00,2020-05-17 10:31:00.00,69
1529,2219,2020-05-17 11:05:00.00,2020-05-17 11:07:00.00,156
1529,229,2020-05-17 11:38:00.00,2020-05-17 11:41:00.00,220
1529,2044,2020-05-17 12:13:00.00,2020-05-17 12:15:00.00,309
1529,55,2020-05-17 12:38:00.00,2020-05-17 12:38:00.00,355
1530,55,2020-05-17 06:56:00.00,2020-05-17 06:56:00.00,0
1530,890,2020-05-17 07:25:00.00,2020-05-17 07:27:00.00,72
1530,685,2020-05-17 07:35:00.00,2020-05-17 07:37:00.00,80
1530,229,2020-05-17 07:58:00.00,2020-05-17 08:00:00.00,135
1530,2219,2020-05-17 08:31:00.00,2020-05-17 08:33:00.00,199
1530,2389,2020-05-17 09:07:00.00,2020-05-17 09:11:00.00,286
1530,2724,2020-05-17 09:39:00.00,2020-05-17 09:39:00.00,355
1531,2724,2020-05-17 17:29:00.00,2020-05-17 17:29:00.00,0
1531,2389,2020-05-17 17:56:00.00,2020-05-17 18:00:00.00,69
1531,2560,2020-05-17 18:18:00.00,2020-05-17 18:20:00.00,104
1531,2219,2020-05-17 18:41:00.00,2020-05-17 18:43:00.00,156
1531,963,2020-05-17 18:59:00.00,2020-05-17 19:01:00.00,190
1531,229,2020-05-17 19:20:00.00,2020-05-17 19:24:00.00,220
1531,55,2020-05-17 20:21:00.00,2020-05-17 20:21:00.00,355
1532,55,2020-05-17 14:15:00.00,2020-05-17 14:15:00.00,0
1532,2044,2020-05-17 14:37:00.00,2020-05-17 14:39:00.00,46
1532,890,2020-05-17 14:50:00.00,2020-05-17 14:52:00.00,72
1532,1219,2020-05-17 15:10:00.00,2020-05-17 15:12:00.00,116
1532,229,2020-05-17 15:23:00.00,2020-05-17 15:25:00.00,135
1532,2219,2020-05-17 15:56:00.00,2020-05-17 15:58:00.00,199
1532,2560,2020-05-17 16:19:00.00,2020-05-17 16:21:00.00,251
1532,2389,2020-05-17 16:39:00.00,2020-05-17 16:43:00.00,286
1532,2724,2020-05-17 17:10:00.00,2020-05-17 17:10:00.00,355
1533,55,2020-05-17 15:59:00.00,2020-05-17 15:59:00.00,0
1533,2817,2020-05-17 16:49:00.00,2020-05-17 16:51:00.00,140
1533,368,2020-05-17 17:24:00.00,2020-05-17 17:48:00.00,260
1533,2252,2020-05-17 18:06:00.00,2020-05-17 18:08:00.00,296
1533,2724,2020-05-17 18:20:00.00,2020-05-17 18:23:00.00,327
1533,2389,2020-05-17 18:51:00.00,2020-05-17 18:55:00.00,396
1533,2560,2020-05-17 19:14:00.00,2020-05-17 19:16:00.00,431
1533,2219,2020-05-17 19:37:00.00,2020-05-17 19:39:00.00,483
1533,963,2020-05-17 19:55:00.00,2020-05-17 19:57:00.00,517
1533,229,2020-05-17 20:15:00.00,2020-05-17 20:19:00.00,547
1533,1219,2020-05-17 20:30:00.00,2020-05-17 20:32:00.00,116
1533,685,2020-05-17 20:47:00.00,2020-05-17 20:49:00.00,602
1533,890,2020-05-17 20:55:00.00,2020-05-17 20:57:00.00,610
1533,2044,2020-05-17 21:09:00.00,2020-05-17 21:11:00.00,636
1533,55,2020-05-17 21:34:00.00,2020-05-17 21:34:00.00,682
1536,55,2020-05-17 15:59:00.00,2020-05-17 15:59:00.00,0
1536,2817,2020-05-17 16:49:00.00,2020-05-17 16:51:00.00,140
1536,368,2020-05-17 17:24:00.00,2020-05-17 17:48:00.00,260
1536,2252,2020-05-17 18:06:00.00,2020-05-17 18:08:00.00,296
1536,2724,2020-05-17 18:20:00.00,2020-05-17 18:23:00.00,327
1536,2389,2020-05-17 18:51:00.00,2020-05-17 18:55:00.00,396
1536,2560,2020-05-17 19:14:00.00,2020-05-17 19:16:00.00,431
1536,2219,2020-05-17 19:37:00.00,2020-05-17 19:39:00.00,483
1536,963,2020-05-17 19:55:00.00,2020-05-17 19:57:00.00,517
1536,229,2020-05-17 20:15:00.00,2020-05-17 20:19:00.00,547
1536,1219,2020-05-17 20:30:00.00,2020-05-17 20:32:00.00,116
1536,685,2020-05-17 20:47:00.00,2020-05-17 20:49:00.00,602
1536,890,2020-05-17 20:55:00.00,2020-05-17 20:57:00.00,610
1536,2044,2020-05-17 21:09:00.00,2020-05-17 21:11:00.00,636
1536,55,2020-05-17 21:34:00.00,2020-05-17 21:34:00.00,682
1537,177,2020-05-17 12:33:00.00,2020-05-17 12:33:00.00,0
1537,1966,2020-05-17 13:00:00.00,2020-05-17 13:02:00.00,54
1537,931,2020-05-17 13:19:00.00,2020-05-17 13:21:00.00,96
1537,352,2020-05-17 13:35:00.00,2020-05-17 13:37:00.00,126
1537,2205,2020-05-17 13:53:00.00,2020-05-17 13:55:00.00,160
1537,922,2020-05-17 14:13:00.00,2020-05-17 14:15:00.00,204
1537,2321,2020-05-17 14:32:00.00,2020-05-17 14:34:00.00,243
1537,285,2020-05-17 14:49:00.00,2020-05-17 15:09:00.00,271
1537,2814,2020-05-17 15:27:00.00,2020-05-17 15:29:00.00,300
1537,2853,2020-05-17 15:40:00.00,2020-05-17 15:42:00.00,323
1537,2774,2020-05-17 16:09:00.00,2020-05-17 16:18:00.00,387
1537,2629,2020-05-17 16:35:00.00,2020-05-17 16:37:00.00,433
1537,2805,2020-05-17 17:03:00.00,2020-05-17 17:06:00.00,494
1537,2723,2020-05-17 17:42:00.00,2020-05-17 17:44:00.00,615
1537,368,2020-05-17 18:20:00.00,2020-05-17 18:24:00.00,730
1537,2724,2020-05-17 18:51:00.00,2020-05-17 18:53:00.00,816
1537,2389,2020-05-17 19:22:00.00,2020-05-17 19:22:00.00,885
1538,2389,2020-05-17 12:21:00.00,2020-05-17 12:21:00.00,0
1538,2724,2020-05-17 12:47:00.00,2020-05-17 12:50:00.00,69
1538,368,2020-05-17 13:17:00.00,2020-05-17 13:21:00.00,155
1538,2723,2020-05-17 13:56:00.00,2020-05-17 14:00:00.00,270
1538,2629,2020-05-17 14:58:00.00,2020-05-17 15:02:00.00,452
1538,2774,2020-05-17 15:18:00.00,2020-05-17 15:20:00.00,491
1538,285,2020-05-17 16:05:00.00,2020-05-17 16:28:00.00,614
1538,2321,2020-05-17 16:44:00.00,2020-05-17 16:46:00.00,642
1538,922,2020-05-17 17:03:00.00,2020-05-17 17:05:00.00,681
1538,352,2020-05-17 17:34:00.00,2020-05-17 17:36:00.00,759
1538,931,2020-05-17 17:52:00.00,2020-05-17 17:54:00.00,789
1538,1966,2020-05-17 18:11:00.00,2020-05-17 18:13:00.00,831
1538,177,2020-05-17 18:41:00.00,2020-05-17 18:41:00.00,885
1539,2389,2020-05-17 12:21:00.00,2020-05-17 12:21:00.00,0
1539,2724,2020-05-17 12:47:00.00,2020-05-17 12:50:00.00,69
1539,368,2020-05-17 13:17:00.00,2020-05-17 13:21:00.00,155
1539,2723,2020-05-17 13:56:00.00,2020-05-17 14:00:00.00,270
1539,2629,2020-05-17 14:58:00.00,2020-05-17 15:02:00.00,452
1539,2774,2020-05-17 15:18:00.00,2020-05-17 15:20:00.00,491
1539,285,2020-05-17 16:05:00.00,2020-05-17 16:28:00.00,614
1539,2321,2020-05-17 16:44:00.00,2020-05-17 16:46:00.00,642
1539,922,2020-05-17 17:03:00.00,2020-05-17 17:05:00.00,681
1539,352,2020-05-17 17:34:00.00,2020-05-17 17:36:00.00,759
1539,931,2020-05-17 17:52:00.00,2020-05-17 17:54:00.00,789
1539,1966,2020-05-17 18:11:00.00,2020-05-17 18:13:00.00,831
1539,177,2020-05-17 18:41:00.00,2020-05-17 18:41:00.00,885
1540,177,2020-05-17 12:33:00.00,2020-05-17 12:33:00.00,0
1540,1966,2020-05-17 13:00:00.00,2020-05-17 13:02:00.00,54
1540,931,2020-05-17 13:19:00.00,2020-05-17 13:21:00.00,96
1540,352,2020-05-17 13:35:00.00,2020-05-17 13:37:00.00,126
1540,2205,2020-05-17 13:53:00.00,2020-05-17 13:55:00.00,160
1540,922,2020-05-17 14:13:00.00,2020-05-17 14:15:00.00,204
1540,2321,2020-05-17 14:32:00.00,2020-05-17 14:34:00.00,243
1540,285,2020-05-17 14:49:00.00,2020-05-17 15:09:00.00,271
1540,2814,2020-05-17 15:27:00.00,2020-05-17 15:29:00.00,300
1540,2853,2020-05-17 15:40:00.00,2020-05-17 15:42:00.00,323
1540,2774,2020-05-17 16:09:00.00,2020-05-17 16:18:00.00,387
